Jitter_rel,Jitter_abs,Jitter_RAP,Jitter_PPQ,Shim_loc,Shim_dB,Shim_APQ3,Shim_APQ5,Shi_APQ11,hnr05,hnr15,hnr25,hnr35,hnr38,Label
0.027859873599643325,0.00014763142959421684,0.012507670402502244,0.013804175733725828,0.11691055812372188,1.1567507650965196,0.04741058697621254,0.06901175514861344,0.12163062950956993,3.698813938262761,4.394924231342988,9.3503196518941,12.660020815350457,13.969631286848253,0
0.016736082901229136,8.504353557994543e-05,0.0070514745808530595,0.007458372240462761,0.08055837099455257,0.7609419629649108,0.030038191994991626,0.03892187466493188,0.06197174273995142,2.8029795268034987,3.579540620456025,4.589338736242887,5.570307421033165,6.2706401931172815,0
0.02698761888198375,0.00020907070803333666,0.011003869468466541,0.011812206254956645,0.10470673337414584,0.9954998407087048,0.03981067398423677,0.05915020371342412,0.10789497388205792,6.7726475526544965,9.031210269304125,16.146491109229583,15.593778725309749,30.20591764053078,0
0.020714033156465392,0.00011072421303262677,0.009032050784405261,0.008995550422240558,0.08220352739882195,0.8317506024180549,0.026096161894168125,0.038256292529985185,0.07919036899929552,3.5881216710548847,2.964690615096309,5.678645013743977,5.983574104840844,7.268736609967226,0
0.015128299940164992,7.610319942412176e-05,0.005505051348698436,0.006159228716679429,0.08334703583759537,0.8405374326654789,0.029654093029493622,0.04449383086608868,0.08369677043137642,2.9028941101465136,5.0651602831523785,6.158519004550248,7.669552931710789,8.715981861809134,0
0.02203179640749205,0.00012946545482340306,0.009386600655603983,0.009987218615581507,0.07883006655633036,0.7943813764641754,0.025212161015118008,0.03973869106716775,0.07988415009412889,3.626799691178455,5.178354513658818,6.7230806700290024,7.487272750712742,8.384393110471759,0
0.027236123147284224,0.0001307602008170976,0.012641707000586169,0.013138416776408373,0.10346534993164196,1.0036035718658185,0.04000100794042418,0.053704155333501286,0.09116536082792298,1.3614650550917926,2.908437483657813,4.446258359799604,4.866146659893937,6.350636226000428,0
0.0192531348812878,9.048184178579513e-05,0.008046642536513307,0.00867861650774721,0.08685467216360422,0.8186619247288885,0.03441088346972956,0.0431686138300355,0.0674157359724036,8.838105686877237,11.870383189291735,13.907658624897321,15.405288998638598,15.57031039576477,0
0.025027503646047264,0.00012258195417645041,0.011537816538179962,0.012085210745493988,0.09827471245264444,0.9845754132291911,0.034356785956156474,0.050101224936442666,0.0995812376908667,2.926965999038436,3.786358162192609,8.459326928515388,9.688146126369924,10.863704297214484,0
0.03440131948708731,0.0002073188343356524,0.01775968676031411,0.017022823937770413,0.12296462663215234,1.1315574495677343,0.05536907287470269,0.06092001714041486,0.08774645134022425,10.441824992101091,12.254254535855603,15.35510480330982,16.13941116534902,16.57438437015084,0
